Pathway,.id,Gene,Class,Description,释义,Number of founder sets,Number of genes
COMPLEMENT,HALLMARK_COMPLEMENT,C1S,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CFB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C1R,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SERPINE1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MMP14,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SERPING1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSL,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MMP13,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F7,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSS,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LGMN,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C1QA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GZMA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ADAM9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CALM3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C1QC,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,TIMP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DPP4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KLK1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KLKB1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CD59,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CR2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MMP15,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LAP3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SPOCK2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F10,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SERPINA1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSO,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CD40LG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CBLB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PDP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C4BPB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLEK,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GP9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLAUR,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,STX4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSC,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,USP15,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CR1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DUSP6,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SERPINB2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GPD2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CFH,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,FN1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CD36,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CA2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PSMB9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,APOBEC3G,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,FCN1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GZMK,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PDGFB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CLU,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP10,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LRP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSD,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,S100A9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,WAS,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,BRPF3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLAT,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CDA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MT3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP7,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PRSS36,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PFN1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GZMB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RNF4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ZEB1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,IRF1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CPQ,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CDK5R1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ATOX1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PIK3CA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,TMPRSS6,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CPM,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RCE1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CALM1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DOCK9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KYNU,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RASGRP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,USP14,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LCP2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GP1BA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KIF2A,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNB4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LCK,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,OLR1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PREP,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MSRB1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LTA4H,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ZFPM2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LYN,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ACTN2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SIRT6,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,APOC1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PRKCD,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ITGAM,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DGKH,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LTF,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MAFF,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KCNIP2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PCLO,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DOCK10,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SH2B3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RABIF,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SRC,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,HPCAL4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CD46,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PRDM4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNAI3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,C9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PPP2CB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,IRF2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,FYN,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,JAK2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLA2G4A,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PRCP,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,USP8,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RHOG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,L3MBTL4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LAMP2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PIM1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CXCL1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNAI2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,XPNPEP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLSCR1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,IRF7,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CD55,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,HSPA5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNB2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DYRK2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PLA2G7,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,S100A12,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GRB2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PHEX,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNGT2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DOCK4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MMP12,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,KCNIP3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,FDX1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,TIMP2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,MMP8,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,FCER1G,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RBSN,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ANXA5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSV,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GCA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,EHD1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PRSS3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,COL4A2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CSRP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PIK3R5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SERPINC1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ANG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,APOBEC3F,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GATA3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DUSP5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CASP3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,USP16,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CP,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PSEN1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LIPA,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PCSK9,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,DGKG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GNG2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ME1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,GMFB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,SCG3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PPP4C,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CCL5,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CTSH,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,F8,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,APOA4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,IL6,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,AKAP10,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ERAP2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,VCPIP1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,HSPA1A,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,RAF1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,NOTCH4,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ADRA2B,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CEBPB,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,HNF4A,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,LGALS3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,TNFAIP3,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,CDH13,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,ITIH1,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,TFPI2,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,PIK3CG,immune,Complement cascade,补体级联反应,71,200
COMPLEMENT,HALLMARK_COMPLEMENT,S100A13,immune,Complement cascade,补体级联反应,71,200
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2H,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2A,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2G,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2E,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2J,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2F,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2C,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2K,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,GTF2H3,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2D,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ERCC3,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,DDB2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR1C,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,XPC,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,PCNA,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR2I,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SUPT4H1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLD3,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR3GL,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR3C,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,GTF2B,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR1D,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NCBP2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NELFE,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,GTF2F1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ERCC5,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,LIG1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ERCC1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ERCC4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLD4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NELFB,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RFC2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ELL,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,TAF10,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RRM2B,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SUPT5H,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RPA3,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SNAPC5,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SSRP1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RFC3,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RPA2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ELOA,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,TAF12,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NELFCD,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,TAF13,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,TAF6,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,TAF9,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,GTF2A2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,VPS37D,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NME1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RNMT,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ERCC2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLE4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,VPS37B,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NT5C3A,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SNAPC4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,AAAS,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POLR1H,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RFC4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,ITPA,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,POM121,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,BRF2,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,RFC5,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,SAC3D1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,CLP1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,NME4,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,PRIM1,DNA damage,DNA repair,DNA修复,44,150
DNA_REPAIR,HALLMARK_DNA_REPAIR,VPS28,DNA damage,DNA repair,DNA修复,44,150
